Filename,Title,Source,SHA-1,Date,Year
ESET_apt-activity-report-q2-2023-q3-2023(10-26-2023),ESET APT Activity Report Q2-Q3 2023,ESET,7873f4b161d89a40f97a4b4104f212f4d556459a,10/26/2023,2023
Kaspersky_cascade-of-compromise-unveiling-Lazarus-new-campaign(10-27-2023),A cascade of compromise: unveiling Lazarus' new campaign,Kaspersky,d88076abd0fbde4927a2948ca8065659e9ba6752,10/27/2023,2023
CoreSec360_APT-C-36-BlindEagle-Amadey-botnet(10-31-2023),Analysis of activities of suspected APT-C-36 (Blind Eagle) organization launching Amadey botnet Trojan,CoreSec360,5e1d8f90ff100844c70bc6c663ffe26771881cd7,10/31/2023,2023
Checkpoint_Fro-Albania-to-MiddleEast-Scarred-Manticore(10-31-2023),From Albania To The Middle East: The Scarred Manticore Is Listening,Checkpoint,18c0a89c955b06ef112a48590e14879c919c72b4,10/31/2023,2023
Deepinstinct_MuddyWater-spearphishing-new-TTPs(11-01-2023),MuddyWater eN-Able spear-phishing with new TTPs,deepinstinct,d3bf493f5cb37521928b92e9eee3af89d0f3bf82,11/01/2023,2023
Kaspersky_Modern-Asian-APT-groups-TTPs_report_eng(11-09-2023),Modern Asia APT groups TTPs,Kaspersky,ab3211cc642317a62c5330b640f24f08c3efb090,11/09/2023,2023
Kaspersky_HrServ-webshell-in-APT-attack(11-22-2023),HrServ - Previously unknown web shell used in APT attack,Kaspersky,312885ec160f68228c8ec450e3f61b54a25e17d5,11/22/2023,2023
Blackberry_AeroBlade-Targeting-US-Aerospace-Industry(11-30-2023),AeroBlade on the Hunt Targeting the U.S. Aerospace Industry,Blackberry,ef854d3ab06b7acc16e2ab04a760468966d07805,11/30/2023,2023
PaloAlto_NewToolSet-Organizations-in-Middle-East-Africa-and-US(12-01-2023),"New Tool Set Found Used Against Organizations in the Middle East, Africa and the US",Palo Alto Networks,e16339ec8a52ad200eae8d0fb6be95550d8f9c07,12/01/2023,2023
Ahnlab_Kimsuky-Group-AutoIt-Malware-RftRAT-Amadey(12-08-2023),"Kimsuky Group Uses AutoIt to Create Malware (RftRAT, Amadey)",Ahnlab,a224702fbdf785b482d562117dddf5d4fd848208,12/08/2023,2023
ITG05_operations_leverage_Israel-Hamas_conflict_lures_to_deliver_Headlace_malware(12-08-2023),ITG05 operations leverage Israel-Hamas conflict lures to deliver Headlace malware,IBM,c4e23fff156bef106fb15a96734b9fcf44d37061,12/08/2023,2023
CISA_aa23-347a-russian-foreign-intelligence-service-svr-exploiting-jetbrains-teamcity-cve-globally_0(12-13-2023),Russian Foreign Intelligence Service (SVR) Exploiting JetBrains TeamCity CVE Globally,CISA,443181071d70821ccd4f78533f8b6b9947dc4b46,12/13/2023,2023
Sentinelone_GazaCybergang -UnifiedFront-Targeting-Opposition(12-14-2023),Gaza Cybergang Unified Front Targeting Hamas Opposition,Sentinelone,e8a83611d700dbc67bff004984b05714471b00c4,12/14/2023,2023
ESET_OilRig-cloud-service-powered-downloaders(12-14-2023),OilRig's persistent attacks using cloud service-powered downloaders,ESET,1c9fb3d84f4702a0ae479b9e8f5c61ed27547d74,12/14/2023,2023
Symantec_Seedworm-Iranian-Hackers-Target-Telecoms-Orgs-North-East-Africa(12-19-2023),Seedworm: Iranian Hackers Target Telecoms Orgs in North and East Africa,Symantec,247bc49a579b858eb7c50a9a6cb23ab022c8e1d2,12/19/2023,2023
Netskope_Nim-based-Campaign-Word-Docs-Impersonate-Nepali-Gov(12-20-2023),A Look at the Nim-based Campaign Using Microsoft Word Docs to Impersonate the Nepali Government,Netskope,3f76b2e6e9861c0c3e4205dfeb5a9868539f4bb6,12/20/2023,2023
CERT-UA-8338(12-21-2023),New UAC-0050 attack using RemcosRAT,CERT-UA,0d7df9ae534779b6ee238c2d882e75e7b80797e0,12/21/2023,2023
Deepinstinct_TA-UAC-0099-Continues-Target-Ukraine(12-21-2023),Threat Actor 'UAC-0099' Continues to Target Ukraine,Deepinstinct,b0cce40bbc4e54a2742d25794bc5311cd958c2b2,12/21/2023,2023
Kaspersky_OperationTriangulation-TheLastMystery(12-27-2023),Operation Triangulation: The last (hardware) mystery,Kaspersky,837998879b95838c33584012305e7d1fd23827ff,12/27/2023,2023
CERT-UA-8399(12-28-2023),APT28: From Initial Damage to Domain Controller Threats in an Hour,CERT-UA,655acdbba1095c8339c40f02d2af3d3da50d22c4,12/28/2023,2023
Cyble_OperationShadowCat-Targeting-Indian-Political-Observers(07-24-2024),Operation ShadowCat: Targeting Indian Political Observers via a Stealthy RAT,cyble,0b7549d2bf3b39256c32f3b4924113d0fec9c817,07/24/2024,2024
